reg_date,state,vehicle_category,manufacturer,registrations
2025-03-24,Jammu and Kashmir,4W,BrandS,2504
2025-03-24,Ladakh,4W,BrandJ,4346
2025-03-24,Puducherry,3W,BrandY,5975
2025-03-25,Andhra Pradesh,2W,BrandN,16097
2025-03-25,Arunachal Pradesh,2W,BrandV,17795
2025-03-25,Assam,2W,BrandK,10864
2025-03-25,Bihar,2W,BrandH,6699
2025-03-25,Chhattisgarh,4W,BrandB,12012
2025-03-25,Goa,2W,BrandX,18858
2025-03-25,Gujarat,2W,BrandR,16184
2025-03-25,Haryana,2W,BrandT,19695
2025-03-25,Himachal Pradesh,4W,BrandN,6453
2025-03-25,Jharkhand,4W,BrandW,8940
2025-03-25,Karnataka,4W,BrandX,5996
2025-03-25,Kerala,2W,BrandT,17737
2025-03-25,Madhya Pradesh,3W,BrandH,19471
2025-03-25,Maharashtra,4W,BrandB,3368
2025-03-25,Manipur,2W,BrandU,2500
2025-03-25,Meghalaya,4W,BrandY,3844
2025-03-25,Mizoram,2W,BrandU,19796
2025-03-25,Nagaland,4W,BrandR,16306
2025-03-25,Odisha,2W,BrandW,16538
2025-03-25,Punjab,4W,BrandM,13057
2025-03-25,Rajasthan,2W,BrandZ,17667
2025-03-25,Sikkim,3W,BrandM,12047
2025-03-25,Tamil Nadu,4W,BrandT,10012
2025-03-25,Telangana,2W,BrandX,15366
2025-03-25,Tripura,3W,BrandA,19630
2025-03-25,Uttar Pradesh,3W,BrandT,10528
2025-03-25,Uttarakhand,2W,BrandT,18045
2025-03-25,West Bengal,4W,BrandU,3905
2025-03-25,Delhi,4W,BrandJ,10475
2025-03-25,Jammu and Kashmir,2W,BrandM,12454
2025-03-25,Ladakh,4W,BrandU,19316
2025-03-25,Puducherry,2W,BrandQ,13373
2025-03-26,Andhra Pradesh,4W,BrandR,11915
2025-03-26,Arunachal Pradesh,3W,BrandW,14794
2025-03-26,Assam,4W,BrandY,16224
2025-03-26,Bihar,2W,BrandK,6569
2025-03-26,Chhattisgarh,2W,BrandY,14015
2025-03-26,Goa,3W,BrandA,13714
2025-03-26,Gujarat,3W,BrandY,9551
2025-03-26,Haryana,4W,BrandN,3836
2025-03-26,Himachal Pradesh,2W,BrandS,17107
2025-03-26,Jharkhand,4W,BrandQ,6750
2025-03-26,Karnataka,4W,BrandT,3870
2025-03-26,Kerala,3W,BrandW,17503
2025-03-26,Madhya Pradesh,2W,BrandQ,8409
2025-03-26,Maharashtra,3W,BrandG,9059
2025-03-26,Manipur,2W,BrandG,18395
2025-03-26,Meghalaya,4W,BrandH,6346
2025-03-26,Mizoram,3W,BrandQ,8078
2025-03-26,Nagaland,4W,BrandE,18750
2025-03-26,Odisha,2W,BrandY,4543
2025-03-26,Punjab,4W,BrandS,7573
2025-03-26,Rajasthan,4W,BrandC,2217
2025-03-26,Sikkim,4W,BrandX,9566
2025-03-26,Tamil Nadu,3W,BrandG,6861
2025-03-26,Telangana,2W,BrandH,5826
2025-03-26,Tripura,2W,BrandW,16661
2025-03-26,Uttar Pradesh,3W,BrandV,15948
2025-03-26,Uttarakhand,3W,BrandC,6173
2025-03-26,West Bengal,4W,BrandF,17754
2025-03-26,Delhi,3W,BrandP,6734
2025-03-26,Jammu and Kashmir,4W,BrandZ,12298
2025-03-26,Ladakh,4W,BrandM,4617
2025-03-26,Puducherry,3W,BrandE,9598
2025-03-27,Andhra Pradesh,2W,BrandQ,11108
2025-03-27,Arunachal Pradesh,2W,BrandZ,16849
2025-03-27,Assam,4W,BrandX,8942
2025-03-27,Bihar,3W,BrandH,13182
2025-03-27,Chhattisgarh,4W,BrandR,3148
2025-03-27,Goa,2W,BrandS,19179
2025-03-27,Gujarat,4W,BrandA,9800
2025-03-27,Haryana,2W,BrandI,16725
2025-03-27,Himachal Pradesh,4W,BrandK,14864
2025-03-27,Jharkhand,2W,BrandR,19742
2025-03-27,Karnataka,2W,BrandB,9431
2025-03-27,Kerala,3W,BrandN,9220
2025-03-27,Madhya Pradesh,2W,BrandX,10871
2025-03-27,Maharashtra,2W,BrandH,8279
2025-03-27,Manipur,4W,BrandF,3102
2025-03-27,Meghalaya,4W,BrandJ,13704
2025-03-27,Mizoram,3W,BrandW,5320
2025-03-27,Nagaland,2W,BrandC,7680
2025-03-27,Odisha,3W,BrandJ,6161
2025-03-27,Punjab,2W,BrandD,9592
2025-03-27,Rajasthan,3W,BrandO,6615
2025-03-27,Sikkim,3W,BrandN,10147
2025-03-27,Tamil Nadu,2W,BrandI,9299
2025-03-27,Telangana,3W,BrandN,15496
2025-03-27,Tripura,2W,BrandO,3404
2025-03-27,Uttar Pradesh,4W,BrandT,14188
2025-03-27,Uttarakhand,3W,BrandO,11727
2025-03-27,West Bengal,3W,BrandR,4102
2025-03-27,Delhi,4W,BrandR,15775
2025-03-27,Jammu and Kashmir,3W,BrandV,14986
2025-03-27,Ladakh,3W,BrandQ,10617
2025-03-27,Puducherry,3W,BrandD,18554
2025-03-28,Andhra Pradesh,2W,BrandB,9403
2025-03-28,Arunachal Pradesh,2W,BrandB,15738
2025-03-28,Assam,2W,BrandS,16535
2025-03-28,Bihar,2W,BrandY,10109
2025-03-28,Chhattisgarh,3W,BrandF,19248
2025-03-28,Goa,3W,BrandP,16153
2025-03-28,Gujarat,3W,BrandC,4152
2025-03-28,Haryana,2W,BrandE,5457
2025-03-28,Himachal Pradesh,2W,BrandX,18984
2025-03-28,Jharkhand,2W,BrandA,9409
2025-03-28,Karnataka,2W,BrandV,13846
2025-03-28,Kerala,3W,BrandP,16269
2025-03-28,Madhya Pradesh,3W,BrandT,16643
2025-03-28,Maharashtra,2W,BrandM,13953
2025-03-28,Manipur,3W,BrandY,10402
2025-03-28,Meghalaya,4W,BrandT,10155
2025-03-28,Mizoram,4W,BrandR,12774
2025-03-28,Nagaland,3W,BrandR,19571
2025-03-28,Odisha,3W,BrandU,16562
2025-03-28,Punjab,3W,BrandX,19981
2025-03-28,Rajasthan,4W,BrandS,18573
2025-03-28,Sikkim,3W,BrandY,16960
2025-03-28,Tamil Nadu,3W,BrandH,8479
2025-03-28,Telangana,3W,BrandD,7016
2025-03-28,Tripura,3W,BrandM,10463
2025-03-28,Uttar Pradesh,2W,BrandX,10429
2025-03-28,Uttarakhand,3W,BrandU,19867
2025-03-28,West Bengal,2W,BrandU,12569
2025-03-28,Delhi,3W,BrandO,12457
2025-03-28,Jammu and Kashmir,4W,BrandP,6726
2025-03-28,Ladakh,2W,BrandX,7743
2025-03-28,Puducherry,3W,BrandA,6724
2025-03-29,Andhra Pradesh,2W,BrandH,15198
2025-03-29,Arunachal Pradesh,2W,BrandK,11326
2025-03-29,Assam,2W,BrandS,10150
2025-03-29,Bihar,4W,BrandB,8720
2025-03-29,Chhattisgarh,3W,BrandO,2409
2025-03-29,Goa,4W,BrandY,13471
2025-03-29,Gujarat,3W,BrandJ,15312
2025-03-29,Haryana,4W,BrandU,3723
2025-03-29,Himachal Pradesh,4W,BrandT,2037
2025-03-29,Jharkhand,4W,BrandN,2403
2025-03-29,Karnataka,3W,BrandR,4924
2025-03-29,Kerala,2W,BrandK,7471
2025-03-29,Madhya Pradesh,2W,BrandS,17298
2025-03-29,Maharashtra,4W,BrandU,12612
2025-03-29,Manipur,3W,BrandG,12342
2025-03-29,Meghalaya,4W,BrandF,17547
2025-03-29,Mizoram,2W,BrandY,14541
2025-03-29,Nagaland,2W,BrandJ,15651
2025-03-29,Odisha,3W,BrandD,6528
2025-03-29,Punjab,4W,BrandY,3292
2025-03-29,Rajasthan,4W,BrandR,7560
2025-03-29,Sikkim,4W,BrandK,2266
2025-03-29,Tamil Nadu,2W,BrandR,19604
2025-03-29,Telangana,3W,BrandH,18787
2025-03-29,Tripura,3W,BrandB,6347
2025-03-29,Uttar Pradesh,3W,BrandZ,14942
2025-03-29,Uttarakhand,4W,BrandC,19191
2025-03-29,West Bengal,3W,BrandJ,7931
2025-03-29,Delhi,4W,BrandP,19904
2025-03-29,Jammu and Kashmir,4W,BrandX,17298
2025-03-29,Ladakh,4W,BrandV,3350
2025-03-29,Puducherry,3W,BrandQ,19187
2025-03-30,Andhra Pradesh,2W,BrandT,8298
2025-03-30,Arunachal Pradesh,3W,BrandY,6072
2025-03-30,Assam,4W,BrandC,6864
2025-03-30,Bihar,4W,BrandM,18890
2025-03-30,Chhattisgarh,3W,BrandQ,16118
2025-03-30,Goa,3W,BrandZ,2391
2025-03-30,Gujarat,3W,BrandD,17793
2025-03-30,Haryana,2W,BrandL,15982
2025-03-30,Himachal Pradesh,3W,BrandI,5353
2025-03-30,Jharkhand,3W,BrandH,8269
2025-03-30,Karnataka,4W,BrandY,4797
2025-03-30,Kerala,4W,BrandB,3119
2025-03-30,Madhya Pradesh,4W,BrandR,18598
2025-03-30,Maharashtra,3W,BrandP,11340
2025-03-30,Manipur,4W,BrandH,18932
2025-03-30,Meghalaya,4W,BrandD,11947
2025-03-30,Mizoram,4W,BrandX,4407
2025-03-30,Nagaland,3W,BrandR,16387
2025-03-30,Odisha,3W,BrandB,7101
2025-03-30,Punjab,4W,BrandI,18177
2025-03-30,Rajasthan,3W,BrandB,2457
2025-03-30,Sikkim,3W,BrandG,7830
2025-03-30,Tamil Nadu,3W,BrandP,15277
2025-03-30,Telangana,3W,BrandI,5027
2025-03-30,Tripura,3W,BrandH,15032
2025-03-30,Uttar Pradesh,2W,BrandW,16635
2025-03-30,Uttarakhand,2W,BrandV,4106
2025-03-30,West Bengal,2W,BrandU,14297
2025-03-30,Delhi,4W,BrandM,4327
2025-03-30,Jammu and Kashmir,4W,BrandV,2539
2025-03-30,Ladakh,2W,BrandF,9851
2025-03-30,Puducherry,3W,BrandA,7873
2025-03-31,Andhra Pradesh,3W,BrandM,7780
2025-03-31,Arunachal Pradesh,2W,BrandE,15009
2025-03-31,Assam,2W,BrandD,18956
2025-03-31,Bihar,2W,BrandT,17880
2025-03-31,Chhattisgarh,3W,BrandZ,7648
2025-03-31,Goa,4W,BrandX,9989
2025-03-31,Gujarat,4W,BrandJ,2612
2025-03-31,Haryana,4W,BrandX,3130
2025-03-31,Himachal Pradesh,3W,BrandT,12750
2025-03-31,Jharkhand,4W,BrandL,9414
2025-03-31,Karnataka,3W,BrandT,7399
2025-03-31,Kerala,3W,BrandW,18886
2025-03-31,Madhya Pradesh,3W,BrandP,9621
2025-03-31,Maharashtra,2W,BrandY,18038
2025-03-31,Manipur,3W,BrandW,10354
2025-03-31,Meghalaya,4W,BrandN,10231
2025-03-31,Mizoram,2W,BrandD,18686
2025-03-31,Nagaland,2W,BrandL,16603
2025-03-31,Odisha,3W,BrandT,13262
2025-03-31,Punjab,4W,BrandW,9475
2025-03-31,Rajasthan,4W,BrandF,5027
2025-03-31,Sikkim,2W,BrandB,2599
2025-03-31,Tamil Nadu,2W,BrandU,8865
2025-03-31,Telangana,4W,BrandA,6740
2025-03-31,Tripura,3W,BrandW,7379
2025-03-31,Uttar Pradesh,2W,BrandC,9962
2025-03-31,Uttarakhand,3W,BrandA,9528
2025-03-31,West Bengal,3W,BrandH,18181
2025-03-31,Delhi,4W,BrandX,11384
2025-03-31,Jammu and Kashmir,4W,BrandU,10022
2025-03-31,Ladakh,2W,BrandX,3082
2025-03-31,Puducherry,4W,BrandL,7040
2025-04-01,Andhra Pradesh,2W,BrandM,14393
2025-04-01,Arunachal Pradesh,2W,BrandP,12310
2025-04-01,Assam,2W,BrandR,17627
2025-04-01,Bihar,2W,BrandP,11770
2025-04-01,Chhattisgarh,2W,BrandI,16217
2025-04-01,Goa,4W,BrandR,17097
2025-04-01,Gujarat,4W,BrandD,17704
2025-04-01,Haryana,3W,BrandN,15299
2025-04-01,Himachal Pradesh,3W,BrandP,5689
2025-04-01,Jharkhand,2W,BrandU,17086
2025-04-01,Karnataka,4W,BrandH,15236
2025-04-01,Kerala,4W,BrandH,17155
2025-04-01,Madhya Pradesh,4W,BrandP,8698
2025-04-01,Maharashtra,2W,BrandI,2458
2025-04-01,Manipur,2W,BrandW,7900
2025-04-01,Meghalaya,3W,BrandJ,9520
2025-04-01,Mizoram,3W,BrandM,8709
2025-04-01,Nagaland,4W,BrandD,15570
2025-04-01,Odisha,4W,BrandF,13627
2025-04-01,Punjab,3W,BrandL,11562
2025-04-01,Rajasthan,2W,BrandD,3470
2025-04-01,Sikkim,2W,BrandK,4647
2025-04-01,Tamil Nadu,4W,BrandI,3707
2025-04-01,Telangana,4W,BrandM,9825
2025-04-01,Tripura,3W,BrandC,15021
2025-04-01,Uttar Pradesh,3W,BrandM,3926
2025-04-01,Uttarakhand,3W,BrandZ,11444
2025-04-01,West Bengal,4W,BrandA,5116
2025-04-01,Delhi,2W,BrandG,19918
2025-04-01,Jammu and Kashmir,4W,BrandN,3803
2025-04-01,Ladakh,3W,BrandO,19916
2025-04-01,Puducherry,3W,BrandB,10505
2025-04-02,Andhra Pradesh,3W,BrandU,11525
2025-04-02,Arunachal Pradesh,2W,BrandY,10355
2025-04-02,Assam,2W,BrandX,13386
2025-04-02,Bihar,3W,BrandU,11434
2025-04-02,Chhattisgarh,4W,BrandJ,16429
2025-04-02,Goa,4W,BrandT,11732
2025-04-02,Gujarat,2W,BrandU,17900
2025-04-02,Haryana,3W,BrandF,9708
2025-04-02,Himachal Pradesh,2W,BrandY,7923
2025-04-02,Jharkhand,2W,BrandZ,3467
2025-04-02,Karnataka,4W,BrandG,6976
2025-04-02,Kerala,3W,BrandO,19947
2025-04-02,Madhya Pradesh,2W,BrandL,17416
2025-04-02,Maharashtra,4W,BrandF,4965
2025-04-02,Manipur,4W,BrandN,2563
2025-04-02,Meghalaya,2W,BrandF,13624
2025-04-02,Mizoram,3W,BrandQ,17666
2025-04-02,Nagaland,2W,BrandO,12337
2025-04-02,Odisha,3W,BrandO,13345
2025-04-02,Punjab,4W,BrandW,4337
2025-04-02,Rajasthan,2W,BrandO,12896
2025-04-02,Sikkim,4W,BrandO,7764
2025-04-02,Tamil Nadu,2W,BrandF,9607
2025-04-02,Telangana,4W,BrandJ,4851
2025-04-02,Tripura,2W,BrandB,11615
2025-04-02,Uttar Pradesh,4W,BrandL,7109
2025-04-02,Uttarakhand,3W,BrandL,5942
2025-04-02,West Bengal,4W,BrandZ,19743
2025-04-02,Delhi,3W,BrandP,13592
2025-04-02,Jammu and Kashmir,2W,BrandH,18261
2025-04-02,Ladakh,4W,BrandO,16327
2025-04-02,Puducherry,4W,BrandQ,8803
2025-04-03,Andhra Pradesh,2W,BrandJ,17462
2025-04-03,Arunachal Pradesh,2W,BrandA,3398
2025-04-03,Assam,2W,BrandA,19916
2025-04-03,Bihar,4W,BrandF,11404
2025-04-03,Chhattisgarh,2W,BrandD,11685
2025-04-03,Goa,4W,BrandZ,11934
2025-04-03,Gujarat,3W,BrandN,11214
2025-04-03,Haryana,3W,BrandO,14650
2025-04-03,Himachal Pradesh,2W,BrandB,14426
2025-04-03,Jharkhand,2W,BrandF,10065
2025-04-03,Karnataka,3W,BrandB,8796
2025-04-03,Kerala,2W,BrandM,5854
2025-04-03,Madhya Pradesh,4W,BrandJ,10176
2025-04-03,Maharashtra,3W,BrandD,7159
2025-04-03,Manipur,2W,BrandN,10726
2025-04-03,Meghalaya,3W,BrandB,10067
2025-04-03,Mizoram,4W,BrandL,7870
2025-04-03,Nagaland,3W,BrandM,18421
2025-04-03,Odisha,4W,BrandM,5107
2025-04-03,Punjab,2W,BrandI,18378
2025-04-03,Rajasthan,2W,BrandR,2634
2025-04-03,Sikkim,2W,BrandT,9129
2025-04-03,Tamil Nadu,3W,BrandV,18979
2025-04-03,Telangana,3W,BrandR,2575
2025-04-03,Tripura,3W,BrandV,3841
2025-04-03,Uttar Pradesh,2W,BrandT,5853
2025-04-03,Uttarakhand,3W,BrandZ,12520
2025-04-03,West Bengal,4W,BrandL,14460
2025-04-03,Delhi,3W,BrandV,19847
2025-04-03,Jammu and Kashmir,2W,BrandZ,4096
2025-04-03,Ladakh,3W,BrandV,9744
2025-04-03,Puducherry,4W,BrandH,17948
2025-04-04,Andhra Pradesh,3W,BrandL,10607
2025-04-04,Arunachal Pradesh,2W,BrandB,12781
2025-04-04,Assam,4W,BrandD,17354
2025-04-04,Bihar,2W,BrandV,14227
2025-04-04,Chhattisgarh,3W,BrandZ,3011
2025-04-04,Goa,2W,BrandX,4682
2025-04-04,Gujarat,4W,BrandS,6910
2025-04-04,Haryana,2W,BrandZ,17897
2025-04-04,Himachal Pradesh,4W,BrandJ,19325
2025-04-04,Jharkhand,3W,BrandJ,18873
2025-04-04,Karnataka,4W,BrandW,13500
2025-04-04,Kerala,3W,BrandO,16835
2025-04-04,Madhya Pradesh,3W,BrandG,2771
2025-04-04,Maharashtra,2W,BrandN,12234
2025-04-04,Manipur,4W,BrandX,15890
2025-04-04,Meghalaya,3W,BrandU,13614
2025-04-04,Mizoram,2W,BrandK,14672
2025-04-04,Nagaland,2W,BrandM,14388
2025-04-04,Odisha,2W,BrandH,5499
2025-04-04,Punjab,3W,BrandQ,11702
2025-04-04,Rajasthan,3W,BrandX,8765
2025-04-04,Sikkim,2W,BrandJ,18822
2025-04-04,Tamil Nadu,4W,BrandS,5170
2025-04-04,Telangana,3W,BrandS,14499
2025-04-04,Tripura,3W,BrandF,15845
2025-04-04,Uttar Pradesh,2W,BrandI,6633
2025-04-04,Uttarakhand,3W,BrandO,3266
2025-04-04,West Bengal,2W,BrandR,2546
2025-04-04,Delhi,3W,BrandB,7107
2025-04-04,Jammu and Kashmir,2W,BrandX,15607
2025-04-04,Ladakh,2W,BrandD,15964
2025-04-04,Puducherry,3W,BrandB,19623
2025-04-05,Andhra Pradesh,2W,BrandH,11125
2025-04-05,Arunachal Pradesh,2W,BrandE,5032
2025-04-05,Assam,3W,BrandV,2486
2025-04-05,Bihar,4W,BrandL,12605
2025-04-05,Chhattisgarh,4W,BrandS,2195
2025-04-05,Goa,4W,BrandU,15094
2025-04-05,Gujarat,2W,BrandW,17379
2025-04-05,Haryana,2W,BrandF,4919
2025-04-05,Himachal Pradesh,4W,BrandF,7676
2025-04-05,Jharkhand,2W,BrandP,15790
2025-04-05,Karnataka,2W,BrandC,10948
2025-04-05,Kerala,4W,BrandM,12913
2025-04-05,Madhya Pradesh,2W,BrandQ,3530
2025-04-05,Maharashtra,4W,BrandR,2152
2025-04-05,Manipur,3W,BrandC,13009
2025-04-05,Meghalaya,2W,BrandI,13091
2025-04-05,Mizoram,3W,BrandC,2776
2025-04-05,Nagaland,2W,BrandG,15275
2025-04-05,Odisha,3W,BrandO,13433
2025-04-05,Punjab,2W,BrandS,19422
2025-04-05,Rajasthan,2W,BrandY,12979
2025-04-05,Sikkim,2W,BrandZ,2843
2025-04-05,Tamil Nadu,3W,BrandD,15802
2025-04-05,Telangana,4W,BrandJ,16940
2025-04-05,Tripura,4W,BrandG,15047
2025-04-05,Uttar Pradesh,3W,BrandT,15499
2025-04-05,Uttarakhand,3W,BrandV,11163
2025-04-05,West Bengal,2W,BrandN,8212
2025-04-05,Delhi,4W,BrandQ,4498
2025-04-05,Jammu and Kashmir,4W,BrandZ,2038
2025-04-05,Ladakh,3W,BrandP,4143
2025-04-05,Puducherry,2W,BrandJ,16393
2025-04-06,Andhra Pradesh,2W,BrandU,9202
2025-04-06,Arunachal Pradesh,2W,BrandE,8513
2025-04-06,Assam,3W,BrandT,14139
2025-04-06,Bihar,2W,BrandA,5010
2025-04-06,Chhattisgarh,2W,BrandP,8824
2025-04-06,Goa,3W,BrandZ,9567
2025-04-06,Gujarat,2W,BrandF,18894
2025-04-06,Haryana,2W,BrandJ,10432
2025-04-06,Himachal Pradesh,4W,BrandS,15134
2025-04-06,Jharkhand,2W,BrandF,2069
2025-04-06,Karnataka,3W,BrandK,6692
2025-04-06,Kerala,4W,BrandA,10199
2025-04-06,Madhya Pradesh,2W,BrandQ,7726
2025-04-06,Maharashtra,2W,BrandE,12052
2025-04-06,Manipur,2W,BrandH,5486
2025-04-06,Meghalaya,4W,BrandH,19209
2025-04-06,Mizoram,3W,BrandD,16640
2025-04-06,Nagaland,3W,BrandI,17132
2025-04-06,Odisha,4W,BrandE,8709
2025-04-06,Punjab,2W,BrandZ,15003
2025-04-06,Rajasthan,2W,BrandR,18747
2025-04-06,Sikkim,4W,BrandU,13193
2025-04-06,Tamil Nadu,2W,BrandG,5506
2025-04-06,Telangana,3W,BrandU,16350
2025-04-06,Tripura,2W,BrandZ,2339
2025-04-06,Uttar Pradesh,3W,BrandK,9291
2025-04-06,Uttarakhand,3W,BrandC,11955
2025-04-06,West Bengal,2W,BrandR,13419
2025-04-06,Delhi,4W,BrandH,2095
2025-04-06,Jammu and Kashmir,4W,BrandA,13367
2025-04-06,Ladakh,2W,BrandQ,19600
2025-04-06,Puducherry,4W,BrandO,4851
2025-04-07,Andhra Pradesh,4W,BrandK,19746
2025-04-07,Arunachal Pradesh,3W,BrandB,17257
2025-04-07,Assam,2W,BrandK,13910
2025-04-07,Bihar,2W,BrandE,15741
2025-04-07,Chhattisgarh,3W,BrandL,11338
2025-04-07,Goa,4W,BrandR,6641
2025-04-07,Gujarat,3W,BrandS,15795
2025-04-07,Haryana,4W,BrandO,19406
2025-04-07,Himachal Pradesh,4W,BrandO,7426
2025-04-07,Jharkhand,4W,BrandO,9162
2025-04-07,Karnataka,2W,BrandM,6139
2025-04-07,Kerala,2W,BrandE,5062
2025-04-07,Madhya Pradesh,4W,BrandZ,4748
2025-04-07,Maharashtra,2W,BrandG,14053
2025-04-07,Manipur,3W,BrandD,2975
2025-04-07,Meghalaya,3W,BrandJ,7984
2025-04-07,Mizoram,4W,BrandN,11236
2025-04-07,Nagaland,2W,BrandL,16494
2025-04-07,Odisha,2W,BrandJ,6833
2025-04-07,Punjab,4W,BrandC,4910
2025-04-07,Rajasthan,4W,BrandD,17764
2025-04-07,Sikkim,3W,BrandR,3341
2025-04-07,Tamil Nadu,4W,BrandS,19778
2025-04-07,Telangana,4W,BrandN,8373
2025-04-07,Tripura,4W,BrandD,12215
2025-04-07,Uttar Pradesh,4W,BrandN,16915
2025-04-07,Uttarakhand,2W,BrandK,18465
2025-04-07,West Bengal,3W,BrandM,13959
2025-04-07,Delhi,2W,BrandY,18559
2025-04-07,Jammu and Kashmir,3W,BrandY,14928
2025-04-07,Ladakh,4W,BrandT,3434
2025-04-07,Puducherry,4W,BrandB,12897
2025-04-08,Andhra Pradesh,3W,BrandU,9299
2025-04-08,Arunachal Pradesh,2W,BrandZ,13546
2025-04-08,Assam,3W,BrandT,12524
2025-04-08,Bihar,4W,BrandZ,17852
2025-04-08,Chhattisgarh,3W,BrandN,9290
2025-04-08,Goa,3W,BrandA,18983
2025-04-08,Gujarat,4W,BrandL,15156
2025-04-08,Haryana,2W,BrandQ,19292
2025-04-08,Himachal Pradesh,4W,BrandB,3127
2025-04-08,Jharkhand,4W,BrandV,8594
2025-04-08,Karnataka,3W,BrandY,7641
2025-04-08,Kerala,4W,BrandU,13579
2025-04-08,Madhya Pradesh,2W,BrandC,15780
2025-04-08,Maharashtra,2W,BrandN,17083
2025-04-08,Manipur,3W,BrandV,10943
2025-04-08,Meghalaya,3W,BrandQ,14765
2025-04-08,Mizoram,3W,BrandT,17919
2025-04-08,Nagaland,4W,BrandM,4842
2025-04-08,Odisha,3W,BrandU,17035
2025-04-08,Punjab,3W,BrandK,12514
2025-04-08,Rajasthan,3W,BrandL,13336
2025-04-08,Sikkim,4W,BrandO,5208
2025-04-08,Tamil Nadu,3W,BrandA,14670
2025-04-08,Telangana,3W,BrandL,12310
2025-04-08,Tripura,4W,BrandX,9305
2025-04-08,Uttar Pradesh,4W,BrandK,4701
2025-04-08,Uttarakhand,2W,BrandR,7216
2025-04-08,West Bengal,2W,BrandT,17417
2025-04-08,Delhi,4W,BrandU,9090
2025-04-08,Jammu and Kashmir,2W,BrandF,14601
2025-04-08,Ladakh,2W,BrandH,18291
2025-04-08,Puducherry,2W,BrandH,13936
2025-04-09,Andhra Pradesh,4W,BrandJ,9105
2025-04-09,Arunachal Pradesh,3W,BrandD,7412
2025-04-09,Assam,4W,BrandD,14746
2025-04-09,Bihar,2W,BrandU,15948
2025-04-09,Chhattisgarh,2W,BrandR,14420
2025-04-09,Goa,4W,BrandT,10660
2025-04-09,Gujarat,3W,BrandZ,18211
2025-04-09,Haryana,2W,BrandK,10829
2025-04-09,Himachal Pradesh,3W,BrandK,6183
2025-04-09,Jharkhand,3W,BrandI,14145
2025-04-09,Karnataka,3W,BrandY,14997
2025-04-09,Kerala,2W,BrandN,19234
2025-04-09,Madhya Pradesh,4W,BrandS,15167
2025-04-09,Maharashtra,3W,BrandE,14683
2025-04-09,Manipur,3W,BrandY,6355
2025-04-09,Meghalaya,2W,BrandQ,3088
2025-04-09,Mizoram,2W,BrandH,16525
2025-04-09,Nagaland,3W,BrandR,14938
2025-04-09,Odisha,3W,BrandY,17670
2025-04-09,Punjab,4W,BrandK,19358
2025-04-09,Rajasthan,2W,BrandK,11380
2025-04-09,Sikkim,4W,BrandQ,12906
2025-04-09,Tamil Nadu,3W,BrandB,12916
2025-04-09,Telangana,4W,BrandQ,14323
2025-04-09,Tripura,4W,BrandL,17018
2025-04-09,Uttar Pradesh,3W,BrandM,2597
2025-04-09,Uttarakhand,4W,BrandV,17520
2025-04-09,West Bengal,4W,BrandL,2426
2025-04-09,Delhi,4W,BrandD,18757
2025-04-09,Jammu and Kashmir,2W,BrandD,18534
2025-04-09,Ladakh,2W,BrandK,15171
2025-04-09,Puducherry,3W,BrandH,5713
2025-04-10,Andhra Pradesh,3W,BrandD,7819
2025-04-10,Arunachal Pradesh,4W,BrandP,14378
2025-04-10,Assam,4W,BrandR,11373
2025-04-10,Bihar,3W,BrandK,18426
2025-04-10,Chhattisgarh,2W,BrandN,4447
2025-04-10,Goa,4W,BrandZ,17939
2025-04-10,Gujarat,4W,BrandR,18358
2025-04-10,Haryana,4W,BrandY,17673
2025-04-10,Himachal Pradesh,4W,BrandE,6999
2025-04-10,Jharkhand,4W,BrandF,3997
2025-04-10,Karnataka,2W,BrandZ,13221
2025-04-10,Kerala,2W,BrandE,16943
2025-04-10,Madhya Pradesh,3W,BrandA,14064
2025-04-10,Maharashtra,4W,BrandU,13859
2025-04-10,Manipur,2W,BrandS,13995
2025-04-10,Meghalaya,2W,BrandM,6595
2025-04-10,Mizoram,4W,BrandA,8141
2025-04-10,Nagaland,4W,BrandG,17745
2025-04-10,Odisha,3W,BrandB,11556
2025-04-10,Punjab,2W,BrandK,14157
2025-04-10,Rajasthan,2W,BrandC,10314
2025-04-10,Sikkim,2W,BrandW,15531
2025-04-10,Tamil Nadu,2W,BrandX,18656
2025-04-10,Telangana,4W,BrandT,8140
2025-04-10,Tripura,2W,BrandM,2941
2025-04-10,Uttar Pradesh,3W,BrandI,12073
2025-04-10,Uttarakhand,4W,BrandS,19065
2025-04-10,West Bengal,4W,BrandQ,11292
2025-04-10,Delhi,4W,BrandN,10711
2025-04-10,Jammu and Kashmir,3W,BrandF,10898
2025-04-10,Ladakh,4W,BrandR,14640
2025-04-10,Puducherry,2W,BrandS,17995
2025-04-11,Andhra Pradesh,2W,BrandF,5274
2025-04-11,Arunachal Pradesh,4W,BrandV,14572
2025-04-11,Assam,2W,BrandN,15387
2025-04-11,Bihar,4W,BrandS,19932
2025-04-11,Chhattisgarh,4W,BrandH,7796
2025-04-11,Goa,2W,BrandA,2845
2025-04-11,Gujarat,3W,BrandY,16919
2025-04-11,Haryana,2W,BrandC,11823
2025-04-11,Himachal Pradesh,3W,BrandU,19182
2025-04-11,Jharkhand,2W,BrandU,10168
2025-04-11,Karnataka,3W,BrandC,5372
2025-04-11,Kerala,2W,BrandS,2904
2025-04-11,Madhya Pradesh,3W,BrandA,19729
