reg_date,vehicle_category,manufacturer,count,registrations,Year,Quarter
2025-04-14,Jharkhand,4W,0.0,13918,2025,2025Q2
2025-04-14,Karnataka,4W,0.0,19883,2025,2025Q2
2025-04-14,Kerala,2W,0.0,6301,2025,2025Q2
2025-04-14,Madhya Pradesh,3W,0.0,11977,2025,2025Q2
2025-04-14,Maharashtra,4W,0.0,14283,2025,2025Q2
2025-04-14,Manipur,4W,0.0,17109,2025,2025Q2
2025-04-14,Meghalaya,4W,0.0,6104,2025,2025Q2
2025-04-14,Mizoram,3W,0.0,8112,2025,2025Q2
2025-04-14,Nagaland,4W,0.0,12736,2025,2025Q2
2025-04-14,Odisha,4W,0.0,8528,2025,2025Q2
2025-04-14,Punjab,4W,0.0,5168,2025,2025Q2
2025-04-14,Rajasthan,3W,0.0,4051,2025,2025Q2
2025-04-14,Sikkim,4W,0.0,6500,2025,2025Q2
2025-04-14,Tamil Nadu,4W,0.0,15999,2025,2025Q2
2025-04-14,Telangana,3W,0.0,5178,2025,2025Q2
2025-04-14,Tripura,2W,0.0,16467,2025,2025Q2
2025-04-14,Uttar Pradesh,4W,0.0,17922,2025,2025Q2
2025-04-14,Uttarakhand,3W,0.0,7704,2025,2025Q2
2025-04-14,West Bengal,4W,0.0,2619,2025,2025Q2
2025-04-14,Delhi,4W,0.0,8122,2025,2025Q2
2025-04-14,Jammu and Kashmir,4W,0.0,11468,2025,2025Q2
2025-04-14,Ladakh,4W,0.0,5253,2025,2025Q2
2025-04-14,Puducherry,2W,0.0,2737,2025,2025Q2
2025-04-15,Andhra Pradesh,3W,0.0,14693,2025,2025Q2
2025-04-15,Arunachal Pradesh,2W,0.0,5699,2025,2025Q2
2025-04-15,Assam,4W,0.0,12665,2025,2025Q2
2025-04-15,Bihar,3W,0.0,9695,2025,2025Q2
2025-04-15,Chhattisgarh,3W,0.0,10652,2025,2025Q2
2025-04-15,Goa,4W,0.0,4742,2025,2025Q2
2025-04-15,Gujarat,2W,0.0,4953,2025,2025Q2
2025-04-15,Haryana,3W,0.0,11119,2025,2025Q2
2025-04-15,Himachal Pradesh,4W,0.0,10126,2025,2025Q2
2025-04-15,Jharkhand,4W,0.0,4461,2025,2025Q2
2025-04-15,Karnataka,3W,0.0,8289,2025,2025Q2
2025-04-15,Kerala,3W,0.0,10921,2025,2025Q2
2025-04-15,Madhya Pradesh,2W,0.0,3353,2025,2025Q2
2025-04-15,Maharashtra,4W,0.0,16962,2025,2025Q2
2025-04-15,Manipur,2W,0.0,10677,2025,2025Q2
2025-04-15,Meghalaya,2W,0.0,4082,2025,2025Q2
2025-04-15,Mizoram,4W,0.0,15733,2025,2025Q2
2025-04-15,Nagaland,4W,0.0,19162,2025,2025Q2
2025-04-15,Odisha,3W,0.0,14646,2025,2025Q2
2025-04-15,Punjab,3W,0.0,17949,2025,2025Q2
2025-04-15,Rajasthan,3W,0.0,19108,2025,2025Q2
2025-04-15,Sikkim,3W,0.0,19486,2025,2025Q2
2025-04-15,Tamil Nadu,4W,0.0,19897,2025,2025Q2
2025-04-15,Telangana,2W,0.0,10210,2025,2025Q2
2025-04-15,Tripura,3W,0.0,8307,2025,2025Q2
2025-04-15,Uttar Pradesh,3W,0.0,11068,2025,2025Q2
2025-04-15,Uttarakhand,3W,0.0,16585,2025,2025Q2
2025-04-15,West Bengal,4W,0.0,18561,2025,2025Q2
2025-04-15,Delhi,4W,0.0,14293,2025,2025Q2
2025-04-15,Jammu and Kashmir,2W,0.0,10873,2025,2025Q2
2025-04-15,Ladakh,4W,0.0,19606,2025,2025Q2
2025-04-15,Puducherry,2W,0.0,16594,2025,2025Q2
2025-04-16,Andhra Pradesh,4W,0.0,9199,2025,2025Q2
2025-04-16,Arunachal Pradesh,3W,0.0,13758,2025,2025Q2
2025-04-16,Assam,2W,0.0,13295,2025,2025Q2
2025-04-16,Bihar,2W,0.0,17666,2025,2025Q2
2025-04-16,Chhattisgarh,2W,0.0,19921,2025,2025Q2
2025-04-16,Goa,3W,0.0,6831,2025,2025Q2
2025-04-16,Gujarat,4W,0.0,2616,2025,2025Q2
2025-04-16,Haryana,3W,0.0,7675,2025,2025Q2
2025-04-16,Himachal Pradesh,2W,0.0,8063,2025,2025Q2
2025-04-16,Jharkhand,3W,0.0,18825,2025,2025Q2
2025-04-16,Karnataka,3W,0.0,19264,2025,2025Q2
2025-04-16,Kerala,3W,0.0,15340,2025,2025Q2
2025-04-16,Madhya Pradesh,3W,0.0,14755,2025,2025Q2
2025-04-16,Maharashtra,3W,0.0,12018,2025,2025Q2
2025-04-16,Manipur,3W,0.0,13777,2025,2025Q2
2025-04-16,Meghalaya,2W,0.0,11362,2025,2025Q2
2025-04-16,Mizoram,2W,0.0,12065,2025,2025Q2
2025-04-16,Nagaland,3W,0.0,12949,2025,2025Q2
2025-04-16,Odisha,3W,0.0,14678,2025,2025Q2
2025-04-16,Punjab,4W,0.0,7207,2025,2025Q2
2025-04-16,Rajasthan,3W,0.0,14586,2025,2025Q2
2025-04-16,Sikkim,2W,0.0,5915,2025,2025Q2
2025-04-16,Tamil Nadu,3W,0.0,5993,2025,2025Q2
2025-04-16,Telangana,2W,0.0,19343,2025,2025Q2
2025-04-16,Tripura,2W,0.0,7035,2025,2025Q2
2025-04-16,Uttar Pradesh,2W,0.0,6451,2025,2025Q2
2025-04-16,Uttarakhand,2W,0.0,10388,2025,2025Q2
2025-04-16,West Bengal,2W,0.0,11103,2025,2025Q2
2025-04-16,Delhi,2W,0.0,12895,2025,2025Q2
2025-04-16,Jammu and Kashmir,3W,0.0,12978,2025,2025Q2
2025-04-16,Ladakh,3W,0.0,13884,2025,2025Q2
2025-04-16,Puducherry,3W,0.0,4947,2025,2025Q2
2025-04-17,Andhra Pradesh,4W,0.0,15488,2025,2025Q2
2025-04-17,Arunachal Pradesh,3W,0.0,5596,2025,2025Q2
2025-04-17,Assam,3W,0.0,8912,2025,2025Q2
2025-04-17,Bihar,2W,0.0,18820,2025,2025Q2
2025-04-17,Chhattisgarh,2W,0.0,13335,2025,2025Q2
2025-04-17,Goa,4W,0.0,18127,2025,2025Q2
2025-04-17,Gujarat,4W,0.0,19333,2025,2025Q2
2025-04-17,Haryana,3W,0.0,9125,2025,2025Q2
2025-04-17,Himachal Pradesh,3W,0.0,18993,2025,2025Q2
2025-04-17,Jharkhand,3W,0.0,9934,2025,2025Q2
2025-04-17,Karnataka,4W,0.0,4201,2025,2025Q2
2025-04-17,Kerala,3W,0.0,17350,2025,2025Q2
2025-04-17,Madhya Pradesh,3W,0.0,4411,2025,2025Q2
2025-04-17,Maharashtra,4W,0.0,19010,2025,2025Q2
2025-04-17,Manipur,3W,0.0,12194,2025,2025Q2
2025-04-17,Meghalaya,4W,0.0,13219,2025,2025Q2
2025-04-17,Mizoram,3W,0.0,14224,2025,2025Q2
2025-04-17,Nagaland,4W,0.0,14039,2025,2025Q2
2025-04-17,Odisha,4W,0.0,17880,2025,2025Q2
2025-04-17,Punjab,3W,0.0,4898,2025,2025Q2
2025-04-17,Rajasthan,2W,0.0,8626,2025,2025Q2
2025-04-17,Sikkim,4W,0.0,18016,2025,2025Q2
2025-04-17,Tamil Nadu,4W,0.0,12397,2025,2025Q2
2025-04-17,Telangana,4W,0.0,17099,2025,2025Q2
2025-04-17,Tripura,2W,0.0,4589,2025,2025Q2
2025-04-17,Uttar Pradesh,2W,0.0,9912,2025,2025Q2
2025-04-17,Uttarakhand,3W,0.0,7876,2025,2025Q2
2025-04-17,West Bengal,3W,0.0,19086,2025,2025Q2
2025-04-17,Delhi,3W,0.0,11609,2025,2025Q2
2025-04-17,Jammu and Kashmir,2W,0.0,9127,2025,2025Q2
2025-04-17,Ladakh,2W,0.0,3971,2025,2025Q2
2025-04-17,Puducherry,2W,0.0,4825,2025,2025Q2
2025-04-18,Andhra Pradesh,2W,0.0,13941,2025,2025Q2
2025-04-18,Arunachal Pradesh,3W,0.0,6189,2025,2025Q2
2025-04-18,Assam,2W,0.0,4408,2025,2025Q2
2025-04-18,Bihar,2W,0.0,18325,2025,2025Q2
2025-04-18,Chhattisgarh,3W,0.0,12699,2025,2025Q2
2025-04-18,Goa,4W,0.0,6565,2025,2025Q2
2025-04-18,Gujarat,3W,0.0,11191,2025,2025Q2
2025-04-18,Haryana,4W,0.0,19184,2025,2025Q2
2025-04-18,Himachal Pradesh,4W,0.0,7417,2025,2025Q2
2025-04-18,Jharkhand,2W,0.0,4759,2025,2025Q2
2025-04-18,Karnataka,4W,0.0,7407,2025,2025Q2
2025-04-18,Kerala,2W,0.0,5054,2025,2025Q2
2025-04-18,Madhya Pradesh,3W,0.0,17639,2025,2025Q2
2025-04-18,Maharashtra,3W,0.0,7583,2025,2025Q2
2025-04-18,Manipur,4W,0.0,10209,2025,2025Q2
2025-04-18,Meghalaya,4W,0.0,7200,2025,2025Q2
2025-04-18,Mizoram,3W,0.0,7581,2025,2025Q2
2025-04-18,Nagaland,2W,0.0,11023,2025,2025Q2
2025-04-18,Odisha,4W,0.0,14214,2025,2025Q2
2025-04-18,Punjab,2W,0.0,18898,2025,2025Q2
2025-04-18,Rajasthan,4W,0.0,11264,2025,2025Q2
2025-04-18,Sikkim,4W,0.0,11527,2025,2025Q2
2025-04-18,Tamil Nadu,4W,0.0,16310,2025,2025Q2
2025-04-18,Telangana,3W,0.0,8237,2025,2025Q2
2025-04-18,Tripura,2W,0.0,8501,2025,2025Q2
2025-04-18,Uttar Pradesh,2W,0.0,13834,2025,2025Q2
2025-04-18,Uttarakhand,2W,0.0,14891,2025,2025Q2
2025-04-18,West Bengal,4W,0.0,10773,2025,2025Q2
2025-04-18,Delhi,3W,0.0,4844,2025,2025Q2
2025-04-18,Jammu and Kashmir,4W,0.0,17252,2025,2025Q2
2025-04-18,Ladakh,2W,0.0,15041,2025,2025Q2
2025-04-18,Puducherry,3W,0.0,12311,2025,2025Q2
2025-04-19,Andhra Pradesh,4W,0.0,7200,2025,2025Q2
2025-04-19,Arunachal Pradesh,4W,0.0,12461,2025,2025Q2
2025-04-19,Assam,4W,0.0,16194,2025,2025Q2
2025-04-19,Bihar,4W,0.0,18912,2025,2025Q2
2025-04-19,Chhattisgarh,3W,0.0,10763,2025,2025Q2
2025-04-19,Goa,2W,0.0,17315,2025,2025Q2
2025-04-19,Gujarat,4W,0.0,16648,2025,2025Q2
2025-04-19,Haryana,4W,0.0,19174,2025,2025Q2
2025-04-19,Himachal Pradesh,3W,0.0,6838,2025,2025Q2
2025-04-19,Jharkhand,4W,0.0,10334,2025,2025Q2
2025-04-19,Karnataka,2W,0.0,8989,2025,2025Q2
2025-04-19,Kerala,2W,0.0,16143,2025,2025Q2
2025-04-19,Madhya Pradesh,3W,0.0,12444,2025,2025Q2
2025-04-19,Maharashtra,2W,0.0,17989,2025,2025Q2
2025-04-19,Manipur,3W,0.0,17158,2025,2025Q2
2025-04-19,Meghalaya,4W,0.0,15077,2025,2025Q2
2025-04-19,Mizoram,4W,0.0,8559,2025,2025Q2
2025-04-19,Nagaland,2W,0.0,9965,2025,2025Q2
2025-04-19,Odisha,4W,0.0,7149,2025,2025Q2
2025-04-19,Punjab,4W,0.0,5297,2025,2025Q2
2025-04-19,Rajasthan,4W,0.0,18860,2025,2025Q2
2025-04-19,Sikkim,2W,0.0,10827,2025,2025Q2
2025-04-19,Tamil Nadu,3W,0.0,6535,2025,2025Q2
2025-04-19,Telangana,4W,0.0,19924,2025,2025Q2
2025-04-19,Tripura,2W,0.0,14396,2025,2025Q2
2025-04-19,Uttar Pradesh,4W,0.0,8196,2025,2025Q2
2025-04-19,Uttarakhand,4W,0.0,5426,2025,2025Q2
2025-04-19,West Bengal,4W,0.0,14892,2025,2025Q2
2025-04-19,Delhi,4W,0.0,3246,2025,2025Q2
2025-04-19,Jammu and Kashmir,2W,0.0,16124,2025,2025Q2
2025-04-19,Ladakh,3W,0.0,8534,2025,2025Q2
2025-04-19,Puducherry,2W,0.0,19694,2025,2025Q2
2025-04-20,Andhra Pradesh,2W,0.0,10948,2025,2025Q2
2025-04-20,Arunachal Pradesh,4W,0.0,4885,2025,2025Q2
2025-04-20,Assam,4W,0.0,3459,2025,2025Q2
2025-04-20,Bihar,2W,0.0,2662,2025,2025Q2
2025-04-20,Chhattisgarh,4W,0.0,2284,2025,2025Q2
2025-04-20,Goa,3W,0.0,9559,2025,2025Q2
2025-04-20,Gujarat,3W,0.0,15950,2025,2025Q2
2025-04-20,Haryana,3W,0.0,15044,2025,2025Q2
2025-04-20,Himachal Pradesh,4W,0.0,18381,2025,2025Q2
2025-04-20,Jharkhand,3W,0.0,13211,2025,2025Q2
2025-04-20,Karnataka,4W,0.0,2750,2025,2025Q2
2025-04-20,Kerala,3W,0.0,15392,2025,2025Q2
2025-04-20,Madhya Pradesh,2W,0.0,2211,2025,2025Q2
2025-04-20,Maharashtra,4W,0.0,2930,2025,2025Q2
2025-04-20,Manipur,4W,0.0,18965,2025,2025Q2
2025-04-20,Meghalaya,4W,0.0,16698,2025,2025Q2
2025-04-20,Mizoram,4W,0.0,3326,2025,2025Q2
2025-04-20,Nagaland,2W,0.0,6975,2025,2025Q2
2025-04-20,Odisha,4W,0.0,16408,2025,2025Q2
2025-04-20,Punjab,4W,0.0,13376,2025,2025Q2
2025-04-20,Rajasthan,3W,0.0,15761,2025,2025Q2
2025-04-20,Sikkim,3W,0.0,15831,2025,2025Q2
2025-04-20,Tamil Nadu,2W,0.0,9327,2025,2025Q2
2025-04-20,Telangana,2W,0.0,4582,2025,2025Q2
2025-04-20,Tripura,3W,0.0,9098,2025,2025Q2
2025-04-20,Uttar Pradesh,2W,0.0,18645,2025,2025Q2
2025-04-20,Uttarakhand,3W,0.0,14251,2025,2025Q2
2025-04-20,West Bengal,3W,0.0,17656,2025,2025Q2
2025-04-20,Delhi,3W,0.0,16338,2025,2025Q2
2025-04-20,Jammu and Kashmir,3W,0.0,11776,2025,2025Q2
2025-04-20,Ladakh,3W,0.0,19685,2025,2025Q2
2025-04-20,Puducherry,3W,0.0,18762,2025,2025Q2
2025-04-21,Andhra Pradesh,4W,0.0,15130,2025,2025Q2
2025-04-21,Arunachal Pradesh,3W,0.0,5296,2025,2025Q2
2025-04-21,Assam,4W,0.0,17357,2025,2025Q2
2025-04-21,Bihar,3W,0.0,5179,2025,2025Q2
2025-04-21,Chhattisgarh,4W,0.0,3293,2025,2025Q2
2025-04-21,Goa,3W,0.0,15596,2025,2025Q2
2025-04-21,Gujarat,2W,0.0,9705,2025,2025Q2
2025-04-21,Haryana,3W,0.0,8997,2025,2025Q2
2025-04-21,Himachal Pradesh,2W,0.0,11317,2025,2025Q2
2025-04-21,Jharkhand,4W,0.0,9737,2025,2025Q2
2025-04-21,Karnataka,4W,0.0,10371,2025,2025Q2
2025-04-21,Kerala,4W,0.0,6533,2025,2025Q2
2025-04-21,Madhya Pradesh,3W,0.0,2129,2025,2025Q2
2025-04-21,Maharashtra,4W,0.0,5357,2025,2025Q2
2025-04-21,Manipur,4W,0.0,13409,2025,2025Q2
2025-04-21,Meghalaya,2W,0.0,9608,2025,2025Q2
2025-04-21,Mizoram,2W,0.0,3265,2025,2025Q2
2025-04-21,Nagaland,4W,0.0,16142,2025,2025Q2
2025-04-21,Odisha,3W,0.0,6714,2025,2025Q2
2025-04-21,Punjab,3W,0.0,11904,2025,2025Q2
2025-04-21,Rajasthan,3W,0.0,16313,2025,2025Q2
2025-04-21,Sikkim,4W,0.0,2252,2025,2025Q2
2025-04-21,Tamil Nadu,4W,0.0,17223,2025,2025Q2
2025-04-21,Telangana,2W,0.0,13387,2025,2025Q2
2025-04-21,Tripura,3W,0.0,10801,2025,2025Q2
2025-04-21,Uttar Pradesh,3W,0.0,16994,2025,2025Q2
2025-04-21,Uttarakhand,3W,0.0,9855,2025,2025Q2
2025-04-21,West Bengal,2W,0.0,9635,2025,2025Q2
2025-04-21,Delhi,3W,0.0,13747,2025,2025Q2
2025-04-21,Jammu and Kashmir,3W,0.0,10686,2025,2025Q2
2025-04-21,Ladakh,3W,0.0,13758,2025,2025Q2
2025-04-21,Puducherry,3W,0.0,2150,2025,2025Q2
2025-04-22,Andhra Pradesh,4W,0.0,16207,2025,2025Q2
2025-04-22,Arunachal Pradesh,2W,0.0,17114,2025,2025Q2
2025-04-22,Assam,3W,0.0,14374,2025,2025Q2
2025-04-22,Bihar,3W,0.0,7215,2025,2025Q2
2025-04-22,Chhattisgarh,3W,0.0,12856,2025,2025Q2
2025-04-22,Goa,3W,0.0,6537,2025,2025Q2
2025-04-22,Gujarat,2W,0.0,11222,2025,2025Q2
2025-04-22,Haryana,4W,0.0,10137,2025,2025Q2
2025-04-22,Himachal Pradesh,4W,0.0,14897,2025,2025Q2
2025-04-22,Jharkhand,2W,0.0,10321,2025,2025Q2
2025-04-22,Karnataka,4W,0.0,9287,2025,2025Q2
2025-04-22,Kerala,3W,0.0,9939,2025,2025Q2
2025-04-22,Madhya Pradesh,2W,0.0,14205,2025,2025Q2
2025-04-22,Maharashtra,3W,0.0,17746,2025,2025Q2
2025-04-22,Manipur,3W,0.0,12526,2025,2025Q2
2025-04-22,Meghalaya,3W,0.0,14118,2025,2025Q2
2025-04-22,Mizoram,4W,0.0,10663,2025,2025Q2
2025-04-22,Nagaland,4W,0.0,17813,2025,2025Q2
2025-04-22,Odisha,4W,0.0,17052,2025,2025Q2
2025-04-22,Punjab,3W,0.0,16948,2025,2025Q2
2025-04-22,Rajasthan,2W,0.0,18128,2025,2025Q2
2025-04-22,Sikkim,3W,0.0,16499,2025,2025Q2
2025-04-22,Tamil Nadu,3W,0.0,7458,2025,2025Q2
2025-04-22,Telangana,2W,0.0,13700,2025,2025Q2
2025-04-22,Tripura,3W,0.0,11286,2025,2025Q2
2025-04-22,Uttar Pradesh,2W,0.0,18124,2025,2025Q2
2025-04-22,Uttarakhand,3W,0.0,3394,2025,2025Q2
2025-04-22,West Bengal,3W,0.0,18839,2025,2025Q2
2025-04-22,Delhi,4W,0.0,5902,2025,2025Q2
2025-04-22,Jammu and Kashmir,3W,0.0,15129,2025,2025Q2
2025-04-22,Ladakh,2W,0.0,12139,2025,2025Q2
2025-04-22,Puducherry,4W,0.0,14430,2025,2025Q2
2025-04-23,Andhra Pradesh,3W,0.0,19354,2025,2025Q2
2025-04-23,Arunachal Pradesh,4W,0.0,10426,2025,2025Q2
2025-04-23,Assam,3W,0.0,18611,2025,2025Q2
2025-04-23,Bihar,4W,0.0,16961,2025,2025Q2
2025-04-23,Chhattisgarh,3W,0.0,11651,2025,2025Q2
2025-04-23,Goa,3W,0.0,13839,2025,2025Q2
2025-04-23,Gujarat,2W,0.0,15293,2025,2025Q2
2025-04-23,Haryana,3W,0.0,10011,2025,2025Q2
2025-04-23,Himachal Pradesh,2W,0.0,11609,2025,2025Q2
2025-04-23,Jharkhand,2W,0.0,17118,2025,2025Q2
2025-04-23,Karnataka,3W,0.0,18808,2025,2025Q2
2025-04-23,Kerala,4W,0.0,16479,2025,2025Q2
2025-04-23,Madhya Pradesh,3W,0.0,13752,2025,2025Q2
2025-04-23,Maharashtra,4W,0.0,8958,2025,2025Q2
2025-04-23,Manipur,4W,0.0,14302,2025,2025Q2
2025-04-23,Meghalaya,3W,0.0,18082,2025,2025Q2
2025-04-23,Mizoram,3W,0.0,16790,2025,2025Q2
2025-04-23,Nagaland,2W,0.0,17609,2025,2025Q2
2025-04-23,Odisha,2W,0.0,10473,2025,2025Q2
2025-04-23,Punjab,4W,0.0,8901,2025,2025Q2
2025-04-23,Rajasthan,4W,0.0,3667,2025,2025Q2
2025-04-23,Sikkim,3W,0.0,12446,2025,2025Q2
2025-04-23,Tamil Nadu,4W,0.0,4876,2025,2025Q2
2025-04-23,Telangana,4W,0.0,13484,2025,2025Q2
2025-04-23,Tripura,3W,0.0,4680,2025,2025Q2
2025-04-23,Uttar Pradesh,3W,0.0,2659,2025,2025Q2
2025-04-23,Uttarakhand,2W,0.0,2970,2025,2025Q2
2025-04-23,West Bengal,2W,0.0,8878,2025,2025Q2
2025-04-23,Delhi,2W,0.0,17430,2025,2025Q2
2025-04-23,Jammu and Kashmir,2W,0.0,11905,2025,2025Q2
2025-04-23,Ladakh,2W,0.0,2246,2025,2025Q2
2025-04-23,Puducherry,3W,0.0,19697,2025,2025Q2
2025-04-24,Andhra Pradesh,4W,0.0,11114,2025,2025Q2
2025-04-24,Arunachal Pradesh,4W,0.0,9645,2025,2025Q2
2025-04-24,Assam,4W,0.0,3691,2025,2025Q2
2025-04-24,Bihar,4W,0.0,19772,2025,2025Q2
2025-04-24,Chhattisgarh,4W,0.0,13917,2025,2025Q2
2025-04-24,Goa,3W,0.0,2555,2025,2025Q2
2025-04-24,Gujarat,3W,0.0,4986,2025,2025Q2
2025-04-24,Haryana,2W,0.0,5066,2025,2025Q2
2025-04-24,Himachal Pradesh,2W,0.0,16193,2025,2025Q2
2025-04-24,Jharkhand,4W,0.0,11152,2025,2025Q2
2025-04-24,Karnataka,4W,0.0,4567,2025,2025Q2
2025-04-24,Kerala,3W,0.0,17072,2025,2025Q2
2025-04-24,Madhya Pradesh,3W,0.0,15701,2025,2025Q2
2025-04-24,Maharashtra,4W,0.0,16923,2025,2025Q2
2025-04-24,Manipur,2W,0.0,9484,2025,2025Q2
2025-04-24,Meghalaya,2W,0.0,8222,2025,2025Q2
2025-04-24,Mizoram,2W,0.0,5089,2025,2025Q2
2025-04-24,Nagaland,3W,0.0,15685,2025,2025Q2
2025-04-24,Odisha,2W,0.0,11439,2025,2025Q2
2025-04-24,Punjab,3W,0.0,8319,2025,2025Q2
2025-04-24,Rajasthan,2W,0.0,17576,2025,2025Q2
2025-04-24,Sikkim,2W,0.0,10690,2025,2025Q2
2025-04-24,Tamil Nadu,4W,0.0,15895,2025,2025Q2
2025-04-24,Telangana,3W,0.0,17373,2025,2025Q2
2025-04-24,Tripura,3W,0.0,13330,2025,2025Q2
2025-04-24,Uttar Pradesh,2W,0.0,7539,2025,2025Q2
2025-04-24,Uttarakhand,3W,0.0,14529,2025,2025Q2
2025-04-24,West Bengal,4W,0.0,9635,2025,2025Q2
2025-04-24,Delhi,3W,0.0,9709,2025,2025Q2
2025-04-24,Jammu and Kashmir,4W,0.0,8939,2025,2025Q2
2025-04-24,Ladakh,3W,0.0,11886,2025,2025Q2
2025-04-24,Puducherry,2W,0.0,3056,2025,2025Q2
2025-04-25,Andhra Pradesh,3W,0.0,8369,2025,2025Q2
2025-04-25,Arunachal Pradesh,3W,0.0,16582,2025,2025Q2
2025-04-25,Assam,4W,0.0,10638,2025,2025Q2
2025-04-25,Bihar,4W,0.0,7898,2025,2025Q2
2025-04-25,Chhattisgarh,4W,0.0,14739,2025,2025Q2
2025-04-25,Goa,3W,0.0,11107,2025,2025Q2
2025-04-25,Gujarat,3W,0.0,4524,2025,2025Q2
2025-04-25,Haryana,2W,0.0,17472,2025,2025Q2
2025-04-25,Himachal Pradesh,4W,0.0,7402,2025,2025Q2
2025-04-25,Jharkhand,4W,0.0,16860,2025,2025Q2
2025-04-25,Karnataka,4W,0.0,9616,2025,2025Q2
2025-04-25,Kerala,4W,0.0,17903,2025,2025Q2
2025-04-25,Madhya Pradesh,3W,0.0,19705,2025,2025Q2
2025-04-25,Maharashtra,2W,0.0,7865,2025,2025Q2
2025-04-25,Manipur,4W,0.0,5409,2025,2025Q2
2025-04-25,Meghalaya,4W,0.0,18429,2025,2025Q2
2025-04-25,Mizoram,3W,0.0,14155,2025,2025Q2
2025-04-25,Nagaland,3W,0.0,18922,2025,2025Q2
2025-04-25,Odisha,2W,0.0,11810,2025,2025Q2
2025-04-25,Punjab,2W,0.0,13945,2025,2025Q2
2025-04-25,Rajasthan,4W,0.0,6656,2025,2025Q2
2025-04-25,Sikkim,2W,0.0,16569,2025,2025Q2
2025-04-25,Tamil Nadu,2W,0.0,9958,2025,2025Q2
2025-04-25,Telangana,2W,0.0,6008,2025,2025Q2
2025-04-25,Tripura,3W,0.0,13159,2025,2025Q2
2025-04-25,Uttar Pradesh,4W,0.0,4425,2025,2025Q2
2025-04-25,Uttarakhand,2W,0.0,5671,2025,2025Q2
2025-04-25,West Bengal,3W,0.0,6326,2025,2025Q2
2025-04-25,Delhi,2W,0.0,4153,2025,2025Q2
2025-04-25,Jammu and Kashmir,3W,0.0,10051,2025,2025Q2
2025-04-25,Ladakh,2W,0.0,17349,2025,2025Q2
2025-04-25,Puducherry,4W,0.0,10556,2025,2025Q2
2025-04-26,Andhra Pradesh,3W,0.0,3122,2025,2025Q2
2025-04-26,Arunachal Pradesh,3W,0.0,9321,2025,2025Q2
2025-04-26,Assam,2W,0.0,10474,2025,2025Q2
2025-04-26,Bihar,4W,0.0,16293,2025,2025Q2
2025-04-26,Chhattisgarh,3W,0.0,8892,2025,2025Q2
2025-04-26,Goa,3W,0.0,19630,2025,2025Q2
2025-04-26,Gujarat,2W,0.0,12522,2025,2025Q2
2025-04-26,Haryana,3W,0.0,2375,2025,2025Q2
2025-04-26,Himachal Pradesh,4W,0.0,14655,2025,2025Q2
2025-04-26,Jharkhand,4W,0.0,5139,2025,2025Q2
2025-04-26,Karnataka,2W,0.0,4325,2025,2025Q2
2025-04-26,Kerala,2W,0.0,4356,2025,2025Q2
2025-04-26,Madhya Pradesh,3W,0.0,3086,2025,2025Q2
2025-04-26,Maharashtra,2W,0.0,17501,2025,2025Q2
2025-04-26,Manipur,3W,0.0,3532,2025,2025Q2
2025-04-26,Meghalaya,3W,0.0,15268,2025,2025Q2
2025-04-26,Mizoram,4W,0.0,12811,2025,2025Q2
2025-04-26,Nagaland,2W,0.0,17123,2025,2025Q2
2025-04-26,Odisha,3W,0.0,11617,2025,2025Q2
2025-04-26,Punjab,4W,0.0,12331,2025,2025Q2
2025-04-26,Rajasthan,2W,0.0,5802,2025,2025Q2
2025-04-26,Sikkim,3W,0.0,16120,2025,2025Q2
2025-04-26,Tamil Nadu,4W,0.0,7001,2025,2025Q2
2025-04-26,Telangana,2W,0.0,16846,2025,2025Q2
2025-04-26,Tripura,4W,0.0,4084,2025,2025Q2
2025-04-26,Uttar Pradesh,3W,0.0,7062,2025,2025Q2
2025-04-26,Uttarakhand,3W,0.0,12728,2025,2025Q2
2025-04-26,West Bengal,3W,0.0,3938,2025,2025Q2
2025-04-26,Delhi,3W,0.0,2259,2025,2025Q2
2025-04-26,Jammu and Kashmir,3W,0.0,2012,2025,2025Q2
2025-04-26,Ladakh,3W,0.0,18225,2025,2025Q2
2025-04-26,Puducherry,3W,0.0,11419,2025,2025Q2
2025-04-27,Andhra Pradesh,3W,0.0,6805,2025,2025Q2
2025-04-27,Arunachal Pradesh,2W,0.0,2617,2025,2025Q2
2025-04-27,Assam,3W,0.0,17632,2025,2025Q2
2025-04-27,Bihar,2W,0.0,19759,2025,2025Q2
2025-04-27,Chhattisgarh,2W,0.0,9695,2025,2025Q2
2025-04-27,Goa,4W,0.0,11525,2025,2025Q2
2025-04-27,Gujarat,3W,0.0,2736,2025,2025Q2
2025-04-27,Haryana,4W,0.0,15969,2025,2025Q2
2025-04-27,Himachal Pradesh,3W,0.0,11507,2025,2025Q2
2025-04-27,Jharkhand,4W,0.0,11360,2025,2025Q2
2025-04-27,Karnataka,2W,0.0,11372,2025,2025Q2
2025-04-27,Kerala,2W,0.0,19702,2025,2025Q2
2025-04-27,Madhya Pradesh,3W,0.0,10901,2025,2025Q2
2025-04-27,Maharashtra,2W,0.0,5151,2025,2025Q2
2025-04-27,Manipur,2W,0.0,10347,2025,2025Q2
2025-04-27,Meghalaya,2W,0.0,4840,2025,2025Q2
2025-04-27,Mizoram,3W,0.0,19883,2025,2025Q2
2025-04-27,Nagaland,4W,0.0,3474,2025,2025Q2
2025-04-27,Odisha,3W,0.0,3434,2025,2025Q2
